6,6;7,6;8,6;16,6;17,6;6,7;7,7;8,7;16,7;6,8;7,8;8,8;16,8;6,9;7,9;8,9;16,9;6,16;7,16;8,16;16,16;6,17;7,17;8,17;16,17;6,35;7,35;8,35;16,35;koff[s-1];logkoff
3732;969;1214;32;0;454;129;156;4;852;220;268;8;0;0;0;0;0;0;0;0;205;51;63;2;0;0;0;0;0,0001;-4
4392;1176;1446;37;0;463;136;173;5;870;227;279;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0001;-4
5329;1238;1462;53;0;1189;278;324;11;196;47;57;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00012;-3,920818754
5636;1373;1567;51;0;980;237;283;10;318;86;104;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000136;-3,866461092
5538;1272;1524;55;0;1004;244;286;9;200;46;60;1;184;40;47;1;0;0;0;0;0;0;0;0;0;0;0;0;0,000189;-3,723538196
4574;1194;1488;42;0;1033;255;323;10;422;110;142;3;0;0;0;0;129;38;45;1;0;0;0;0;0;0;0;0;0,000238;-3,623423043
5699;1338;1559;55;0;1014;254;285;9;196;47;57;1;0;0;0;0;0;0;0;0;0;0;0;0;177;52;55;1;0,000278;-3,555955204
4640;1148;1413;40;0;907;221;273;8;922;226;267;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000294;-3,53165267
3885;965;1168;35;0;723;195;229;8;948;230;276;8;164;48;50;1;0;0;0;0;0;0;0;0;0;0;0;0;0,00033;-3,48148606
4179;1052;1282;40;0;526;137;166;7;800;188;228;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00034;-3,468521083
4446;1111;1300;39;0;574;140;172;6;513;130;152;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000485;-3,314258261
4655;1175;1453;42;0;694;172;221;6;516;133;162;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000679;-3,168130226
4604;1145;1467;40;0;664;158;206;6;372;91;109;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000742;-3,129596095
4647;1163;1478;38;0;788;192;251;7;382;96;113;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000752;-3,123782159
4384;1092;1286;38;0;563;141;168;6;510;133;147;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000765;-3,116338565
4804;1135;1368;41;0;976;232;282;9;798;176;220;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00091;-3,040958608
4184;1023;1270;39;0;676;178;209;8;701;173;217;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0011;-2,958607315
4382;1062;1288;35;0;702;187;216;6;698;172;210;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0012;-2,920818754
4374;1114;1426;40;0;783;186;248;7;374;93;115;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00124;-2,906578315
3758;950;1121;34;0;971;242;283;9;316;80;98;4;0;0;0;0;0;0;0;0;176;47;57;2;0;0;0;0;0,00127;-2,896196279
4518;1114;1431;41;0;686;165;211;6;622;156;200;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00137;-2,863279433
4188;1035;1299;38;0;886;216;270;8;858;210;259;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00138;-2,860120914
4524;1150;1432;40;0;688;175;210;6;393;106;120;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00139;-2,8569852
4550;1149;1382;40;0;1238;309;399;11;174;42;56;1;220;54;68;2;0;0;0;0;0;0;0;0;0;0;0;0;0,00151;-2,821023053
3605;899;1091;35;0;728;196;240;9;750;185;221;8;168;49;51;1;0;0;0;0;0;0;0;0;0;0;0;0;0,0017;-2,769551079
4157;1042;1250;36;0;773;207;241;8;767;193;227;7;0;0;0;0;196;45;57;2;0;0;0;0;0;0;0;0;0,00179;-2,747146969
4359;1085;1321;37;0;916;219;270;8;692;178;212;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00201;-2,696803943
3357;894;1110;28;0;341;103;127;4;918;242;296;8;0;0;0;0;0;0;0;0;208;54;65;2;0;0;0;0;0,0021;-2,677780705
4298;1045;1304;34;0;677;161;204;6;372;94;114;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00237;-2,625251654
4209;1063;1296;37;0;927;227;269;7;691;178;216;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00243;-2,614393726
3606;888;1082;31;0;731;190;223;6;721;178;211;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003;-2,522878745
3272;800;1009;30;0;688;179;212;6;715;171;214;6;159;48;48;1;0;0;0;0;0;0;0;0;0;0;0;0;0,0042;-2,37675071
4370;1136;1399;41;0;941;235;293;8;173;44;58;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00453;-2,343901798
4224;1065;1281;37;0;785;181;232;8;306;78;106;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00454;-2,342944147
4066;1026;1223;38;0;774;206;231;9;956;235;281;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0046;-2,337242168
3427;833;1048;31;0;684;182;209;7;696;168;208;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0047;-2,327902142
4249;1075;1319;41;0;566;130;166;5;373;94;115;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00503;-2,298432015
4539;1157;1422;39;0;598;149;183;5;693;180;227;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0054;-2,26760624
3772;968;1249;28;0;590;160;210;5;793;199;253;6;0;0;0;0;0;0;0;0;222;57;64;2;0;0;0;0;0,00564;-2,248720896
3327;822;1006;31;0;752;196;238;8;957;236;283;7;169;48;51;1;199;48;59;1;0;0;0;0;0;0;0;0;0,0064;-2,193820026
4392;1089;1374;40;0;564;137;170;5;381;95;112;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0077;-2,113509275
4281;1081;1323;39;0;568;140;172;5;383;98;119;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00913;-2,039529222
3288;797;1005;29;0;733;198;227;7;927;223;280;7;0;0;0;0;194;47;58;1;157;44;48;1;0;0;0;0;0,0096;-2,017728767
4102;977;1223;40;0;487;129;149;4;565;130;160;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01;-2
4569;1094;1274;40;0;966;226;272;9;949;220;256;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0132;-1,879426069
3280;815;965;30;0;739;195;214;7;931;228;273;7;162;50;49;1;197;48;54;1;0;0;0;0;0;0;0;0;0,014;-1,853871964
2561;663;826;21;0;536;151;181;5;592;149;184;5;156;41;52;1;0;0;0;0;0;0;0;0;218;56;66;1;0,014;-1,853871964
4247;1083;1342;36;0;558;136;169;4;518;131;164;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0161;-1,793174124
4366;1111;1315;39;0;567;140;174;5;389;104;120;4;0;0;0;0;0;0;0;0;146;38;47;1;0;0;0;0;0,0174;-1,759450752
2769;681;786;26;0;972;244;286;9;0;0;0;0;0;0;0;0;0;0;0;0;400;99;115;4;0;0;0;0;0,0256;-1,591760035
4015;1016;1208;34;0;546;136;160;5;377;96;113;4;130;40;44;1;0;0;0;0;0;0;0;0;0;0;0;0;0,0318;-1,49757288
3691;908;1077;34;0;947;246;277;9;616;135;159;6;180;50;59;2;0;0;0;0;221;54;58;3;0;0;0;0;0,0331;-1,480172006
2840;722;896;24;0;351;100;116;4;426;100;122;4;0;0;0;0;0;0;0;0;158;42;58;1;0;0;0;0;0,0338;-1,4710833
3311;875;1063;29;0;384;101;135;4;428;105;128;4;161;47;52;1;0;0;0;0;0;0;0;0;0;0;0;0;0,0634;-1,197910742
2719;704;892;22;0;520;139;176;5;568;139;176;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,071;-1,148741651
3451;888;1100;29;0;943;246;290;7;689;186;236;6;0;0;0;0;176;52;63;2;0;0;0;0;0;0;0;0;0,109;-0,962573502
2752;713;881;21;0;546;152;184;5;572;148;173;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,11;-0,958607315
2558;668;838;21;0;543;153;190;5;428;104;128;4;166;45;55;1;146;43;55;1;0;0;0;0;0;0;0;0;0,111;-0,954677021
2459;622;798;20;0;524;141;178;5;571;133;179;5;0;0;0;0;0;0;0;0;155;44;47;1;0;0;0;0;0,12;-0,920818754
4086;1017;1229;37;0;514;138;167;6;403;91;120;4;0;0;0;0;0;0;0;0;151;42;50;1;0;0;0;0;0,174;-0,759450752
2957;735;896;25;0;797;193;224;7;0;0;0;0;196;43;52;2;185;47;58;2;0;0;0;0;0;0;0;0;0,2;-0,698970004
2648;691;862;21;0;570;157;201;5;589;152;186;5;160;46;54;1;0;0;0;0;0;0;0;0;0;0;0;0;0,21;-0,677780705
4274;1035;1280;40;0;577;137;165;6;396;94;114;4;0;0;0;0;0;0;0;0;164;40;50;2;0;0;0;0;0,232;-0,634512015
3539;841;1010;34;0;816;176;229;7;176;42;50;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,279;-0,554395797
4707;1097;1283;45;0;945;224;261;9;204;51;63;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,429;-0,367542708
3385;848;983;31;0;805;196;240;8;179;45;54;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,552;-0,258060922
3315;808;971;30;0;795;191;230;7;381;94;106;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,554;-0,256490235
3182;783;941;28;0;759;178;225;7;302;80;100;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,573;-0,241845378
3352;810;961;32;0;761;188;225;8;205;47;58;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,825;-0,083546051
